author,comment,likes,published_at
@sulthonpriyan,"dikira semua bisa 2M ""Makasih Mas""",0,2026-03-30T09:38:28Z
@aryananarim,SUDAH KAGAK HERAN HUKUM NEGERI KONOH0 INI...   SUPER TAJAM SEKALI BUAT RAKYAT KECIL.... TAPIII SUPER TUMPUL LEMOT KE PARA PETINGGI PEJABAT BEJAT!!!,0,2026-03-30T09:37:40Z
@WahyuHidayat-df6gm,Jaksa agung kemana ini bisa ga,0,2026-03-30T09:37:40Z
@user-jt4sh4lj1v,"😂 hidup Prabowo, hidup sawit",0,2026-03-30T09:37:24Z
@mamadara2146,"padahal yang jelas korupsi kolusi nepotisme, melindungi preman, melindungi bandar judi dan bandar narkoba jelas tiap kota punya pemain tapi jarang ditangkap",0,2026-03-30T09:37:09Z
@ElitGlobal-ic9ns,"buset dah semenjak rezim prabowo, banyak korban salah tangkap, waktu itu korupsinya tom lembong dan nadiem, dan sekarang korupsinya videografer.",0,2026-03-30T09:37:05Z
@Zhiasyah,Yg menetapkan korupsi ?,0,2026-03-30T09:36:59Z
@aminahnamin2571,"jaksa, hakim... dan saksi-saksi yang memberatkan terdakwa... tinggal nunggu balasannya... pastinya jangan lama2... juga... Aamiin",0,2026-03-30T09:36:50Z
@aryaprianda7744,"buset, gamasuk akal",0,2026-03-30T09:36:39Z
@Taha_Gumbayana340,y,0,2026-03-30T09:36:37Z
@zakkiy21,"""MENURUT KEYAKINAN SAYA"" mungkin orang inspektoratnya punya bisnis sampingan bikin video, akibat kalah saingan makanya langsung ditersangkakan",0,2026-03-30T09:36:35Z
@muhamadqusaeri,bang link akses ke file tuntutan jpu nya ada kah?,0,2026-03-30T09:36:24Z
@Garam_Ruqyahh,"harus revisi KUHAP, karena kejaksaan jd kejar taget buat nagkep""in org random",0,2026-03-30T09:36:19Z
@rinaldyanindhita,stop kerjasama dengan penjajah,0,2026-03-30T09:36:14Z
@NARTO-m2r,KASUS ini Hanya PENGALIHAN ISU untuk Kasus Penyiraman ANDRIE YUNUS dari KONTRAS 🧐,88,2026-03-30T09:35:50Z
@dilolato3956,"gimana pekerja kreatif di Indonesia mau maju, pemerintah aja menghargai dengan Rp. 0.",0,2026-03-30T09:35:50Z
@dandyariegafur1674,"Aneh... Sy juga videographer.... Sepakat mas ferry, kita blow up kasus nih.. janggal sepertinya...✊✊",1,2026-03-30T09:35:49Z
@Ipman07,"Kalo pandangan saya mengenai mic Rp 0, dan beberapa tool lain emang mic itu harusnya 0 karena itu aset mau ada proyek atau tdk tetap harus punya buat profesi videografer. Tapi Jasa videografer ga bisa di bagi2 seperti itu, coba siapa di sini yg sewa videografer buat event apa ada biaya mic, software, dll? biaya harus satu paket, dan mahal tidaknya harus dibandingkan dg karya sejenis/ profesi sejenis. Harga 30jt menurutku emang bukan murah namun masih masuk akal, karena yg lebih mahal 2-5x dari itu banyak banget",0,2026-03-30T09:35:45Z
@AmayaaLara,makasih bang uda dibahas,0,2026-03-30T09:35:27Z
@SDNegeriPlosorejo2Gondang,Bisa gak sih jaksa dan hakimnya dituntut balik karena merugikan secara moril dan materil?,0,2026-03-30T09:35:24Z
@zkhoiron0675,"Bagaimana cara Hakim?, sepertinya enak jadi Hakim😂",0,2026-03-30T09:35:19Z
@shift_in_progress,"seandainya di kemudian hari pemerintah bikin konten full AI Slop sampai konten beneran tidak tersisa, jangan tanya di mana konten kreator yang bisa bikin konten beneran untuk pemerintah, karena pasti takut dikriminalisasi",0,2026-03-30T09:35:12Z
@MasApoel,presiden ola olo aparat kebawah makin lama makin ngaco semua,0,2026-03-30T09:34:59Z
@AkunHosting-r4w,Pengalihan isu 😂,0,2026-03-30T09:34:59Z
@everything-flow1,"alah palingan kya kasus abk kapal yg dituduh bawa narkoba,
jaksa nya cengengesan didepan Dpr minta maaf",0,2026-03-30T09:34:58Z
@AlbertMulyadi-l6c,"Editing proses paling ribet di sebuah produksi,kok di anggap 0 cost,kok mbambleh banget sebagai auditor,kayak dia ouditor dari zaman prasejarah",0,2026-03-30T09:34:56Z
@sariamansianipar5989,Seharusnya MBG dikasih ke aparat hukum aja .... Biar kenyang,0,2026-03-30T09:34:32Z
@adriantonoval,"Dari awal udah aneh. Kok bisa vendor dituduh mark up? Kan vendor kasih quotation, kasih proposal, harga disetujui, ya sudah. Kayak kita beli kaos, tanya harga, cocok beli, kalo nggak cocok tawar atau cari pedagang lain. Dan bener 30 juta kemurahan.",0,2026-03-30T09:34:21Z
@nanselaras,"INSPEKTORAT terkait harus tanggung jawab, jadi MOMOK, KONYOL DAN BODOH",0,2026-03-30T09:34:12Z
@haikalmily,"Inspekturnya perlu ditanyain nih.. waktu ttd LHP dibaca ga tuh laporannya?

Mestinya kasus2 kya gini selesai di daerah.. malah jadi kerjaan remeh buat dibahas di komisi III DPR..",0,2026-03-30T09:34:04Z
@aryaniec,Kawal sampai bebas tuduhan...,0,2026-03-30T09:34:04Z
@Mblendu_Niya,"Pemimpin gila...anak buahnya tambah gila kuadrat. Nasib...nasib, ga ikut milih malah ikut kena getahnya 😢",30,2026-03-30T09:34:04Z
@suryarmdh,14:40 siang tadi sudah ada RDP Komisi III terkait kasus ini,7,2026-03-30T09:33:59Z
@naniksumarni3122,Yah beginilah hukum di negeri Konoha,0,2026-03-30T09:33:46Z
@rakunka6115,1 thn belakangan kenapa banyak jaksa yg ngaco dah dalam menuntut terdakwa,0,2026-03-30T09:33:30Z
@mangbewok-e5v,Inilah negara kita dan itulah kenyataanya betapa susahnya memperbaikinya dan ntah siapa dan kapan berubah nya apa bubar dulu ini semua kalian akan sadar terlambat brooo,1,2026-03-30T09:33:07Z
@bambangbismo3151,Ide orang lain tak dihargai. Berarti JPU dan auditornya tidak punya ide maka tak perlu dihargai. Bisa jadi ijazah jaksa dan auditor didapat tanpa keahlian apapun alias palsu.,0,2026-03-30T09:33:01Z
@Takanomez,Saya tau masalahnya ap wkwkwkw ada yg ga st0r,0,2026-03-30T09:32:46Z
@ZenShinodaBW,"bang Irwan, kalau dari tuntutan sampai putusan yang akhirnya menjadikan tersangka.. berarti yang kurang paham hukum bukan jaksanya aja ya, termasuk hakimnya juga mungkin.. hehehe",0,2026-03-30T09:32:42Z
@bangsad759,"yang nge audit goblok banget sumpah, gw tebak itu orang2 boomer jadul yang hanya makan gaji buta",0,2026-03-30T09:32:38Z
@nothingtodo5987,BOOMER KNTL. 🖕🏾👎🏾,0,2026-03-30T09:32:17Z
@TriyaCraft,Sedih banget dengan kausus ini,0,2026-03-30T09:32:09Z
@heriditussangkau5126,"Parah bgt ada penegak hukum begitu, benar2 gak paham soal videografi dan industri kreatif semacamnya.",0,2026-03-30T09:31:50Z
@zanjabilahmad8931,Yang pasti aman itu editor video oke gas oke gas 🤙,0,2026-03-30T09:31:38Z
@gissellgissell6258,"Pemda patut di periksa juga,apa lagi jaksa penuntut nya,curiga saya mereka merasa tidak di libatkan dalam kegiatan Bg.Amsal nya",146,2026-03-30T09:31:31Z
@linalukitasari3661,Jangan sampe anda tanda tangan yg nanti sifatnya jrbak.... Semogabpak hakim pakai akal sehat,0,2026-03-30T09:31:26Z
@semuaguest,"ini udh bahaya sih kebodohannya terus2an gini, kejaksaan keblinger kekuasaan krna kmrn ada secuil tugas beres sepertinya, sampai bisa sebodoh ini, bisa unstable negara klo begini dibiarin, dunia kreatif lg yg disenggol 🤣 dikira tv2 n media masa yg megang siapa coba",0,2026-03-30T09:31:15Z
@tanatatantada,Kalau perlu tuntut balik atas pencemaran nama baik 😊,0,2026-03-30T09:31:11Z
@Arjunditra,Njir 40 menit harga 30jt murah loh. Bayangin sinetron ampas aja harganya lebih dari itu.,0,2026-03-30T09:31:03Z
@tableandrecords,"Hukum kok kaya gini, kemarin abk yang gak bersalah kaya gitu, skrg videografer kaya gini, jijik dan miris sama hukum di konoha",0,2026-03-30T09:30:58Z
@aminahnamin2571,belum di jelasin aja sudah muall.. mual..  diare malah...,0,2026-03-30T09:30:54Z
@evankurniawan6153,Kejaksaan tidak trima setoran dr daerah ke mereka kurang  karena bikin proyek benar dan murah,0,2026-03-30T09:30:36Z
@IfsanCarsen,yang kepilih aja kampanye make AI wakilnya juga teriak2 AI terus.. mau berharap apa?,1,2026-03-30T09:30:32Z
@ArventourIndonesia,Compare aja sama harga pasaran dengan hasil karya yang seperti itu. Jgn dibandingkan dengan pagu anggaran instansi lain. Sy lebih tertarik bang Ferry membedah pagu anggaran pembuatan video instansi lain😊 masih masuk akal kah pagu anggaran yang ada,0,2026-03-30T09:30:11Z
@hyeffect0222,"sebagai org awan pun bisa melihat kejanggalan, kok yah bisa sampe naik ke ranah hukum, apakah org2 dsana menganggap masyarakat itu bodoh??",0,2026-03-30T09:30:10Z
@nabilacopycenter6086,Hhmmmm....!!!,0,2026-03-30T09:30:04Z
@kuntjorotedjasetiana747,"Gila yaa...
Bikin emosi aja",0,2026-03-30T09:30:01Z
@atzyyyyyyyyq,"GEN BOOMER TOLOL NYA NOLOL BANGET, PANTES KOPERASI MERAH PUTIH BERANI DI KORUP TERANG²AN YANG PENTING JADI WKWKWKW",0,2026-03-30T09:29:44Z
@syamsudiantosutarsa4769,"Jangan mau kerja bareng pemerintah pokonya, sejujur2nya kita tetep bakalan riskan jadi kambing hitam.",0,2026-03-30T09:29:39Z
@risma4878,Kayak kasus bang mandra bukan sih?,0,2026-03-30T09:29:38Z
@emalalita,"Saya dulu mulai belajar video editing tahun 2016, 2017 baru menghasilkan dan pakai laptop rog 553 vd. beli rode beli kamera lighting dll. kalau jasa foto karena saya pemula 270 rb dan video 500 rb itu memang sangat murah pol apalagi saya juga kerap kerja ikut orang, tapi bisa buat idup buat kuliah. buat video itu berat harus team skripsi saya fotografi aja wes ruwet abis 21 jt 

sekarang saya profesi guru kadang disuruh ngedit kayak kalender, video, desain ppdb dll tapi hanya dapat terimakasih saja. padahal software saya pakai pro

negara ini memang sangat minim apresiasi makanya saya beralih ke mikrostoker dan sekarang belajar terus bidang desain",0,2026-03-30T09:29:36Z
@roihanz7917,Film The Manipulation mulai dijalankan dinegara ini hmm,0,2026-03-30T09:29:29Z
@kalebmarpaung4079,terlalu chuakssss,0,2026-03-30T09:29:21Z
@AntoniaSendangMarianingsih,"Biar apa?
Biar gaduh untuk menngalihkan perhatian masyarakat dari kepongahan pemerintah dalam menjalankan fungsinya",0,2026-03-30T09:29:03Z
@blunderchess-jx9ru,"Saya lagi puasa, badan lemes..  lihat dan baca berita ini, saya gk lemes lagi.. 

 jangan berbisnis sama pemerintah, jgn nyari duit sm proyek pemerintah, pilihannya, elu gk dibayar, atau elu dicari² kesalahan biar bisa dipenjara",0,2026-03-30T09:28:43Z
@evankurniawan6153,Proyek ordal terganggu dan meminta utk kejaksaan menangkap mereka,0,2026-03-30T09:28:33Z
@GentarIS,istilah sunda nya itu bagean di parabkeun.,0,2026-03-30T09:28:23Z
@ochannel2538,Auditornya goblok,0,2026-03-30T09:27:56Z
@abushaff2106,Pelajaran buat saya untuk tidak berbisnis dengan plat merah,0,2026-03-30T09:27:48Z
@aryakalila6196,"Emang kasusnya konyol parah sih...
Curiga yg audit gk normal orangnya...",0,2026-03-30T09:27:46Z
@luckyardrianto8798,buat jaksa penuntut yg ngasih tuduhan korupsi ke videographer. TUA BANGKA MANA NGERTI TEKNOLOGI !!,0,2026-03-30T09:27:22Z
@nongskuyinaja,"Jujur sedih sih melihat kasus seperti ini, seakan - akan para penggiat industri kreatif tidak ada harga dirinya di negeri ini.

Padahal dalam mengedit satu video itu terdapat proses yang sangat panjang. Terdapat keringat yang dicurahkan dalam membuat 1 video sesederhana apapun.

Belum lagi alatnya , pengalamannya, listrik dan juga waktu yang kita habiskan",1,2026-03-30T09:27:22Z
@budakhabib,Intinya jgn pernah kerja sama dg pemerintah...,0,2026-03-30T09:27:12Z
@ROAMWITHFIK,"kasus paling tol*** ini, sebagai org yg berkecimpung dibidang kreatif emosi bgt dengan kasus ini",0,2026-03-30T09:27:10Z
@Irene_Hwang,"Mungkin kalau tuntutannya gagal, si JPU gak dapet honor atau gak dapet angka kredit buat naik jabatan.",0,2026-03-30T09:26:50Z
@fadill6350,"Ahhhhh rahasia umum,, orang pemda ada gak disni? 😅
Tau kan di suatu daerah pemdanya memfasilitasi Istri kajaksa sebuah mobil hahaha
Bajingan2 ini gak akan pernah hilang dari penegak hukum Indo",0,2026-03-30T09:26:37Z
@bengkoangsayub1338,Intinya ada yang gak kebagian duit itu saja,0,2026-03-30T09:26:31Z
@ilhammuttaqin-z2k,"Positif aja, mungkin karena mas nya ngasih harga sekian membuat pihak² disana yang juga bergerak di industri kreatif merasa dirugikan jadi ya.... Gini deh jadinya😂",0,2026-03-30T09:26:19Z
@ilhammuttaqin-z2k,"Positif aja, mungkin karena mas nya ngasih harga sekian membuat pihak² disana yang juga bergerak di industri kreatif merasa dirugikan jadi ya.... Gini deh jadinya😂",0,2026-03-30T09:26:18Z
@ilhammuttaqin-z2k,"Positif aja, mungkin karena mas nya ngasih harga sekian membuat pihak² disana yang juga bergerak di industri kreatif merasa dirugikan jadi ya.... Gini deh jadinya😂",0,2026-03-30T09:26:18Z
@fujiwa98,Perekrutan aparat penegak hukum itu berdasarkan apa sih ? Jika kualitan pengadilan kita tidak menghasilkan keadilan bagi manyarakat berarti ada yg salah sama perekrutannya.,0,2026-03-30T09:25:57Z
@yanbasri3368,Banyak kasus hukum korupsi yang sudah jelas di depan mata enggak pernah disentuh... Sungguh aneh aparat negara hukum ini...,0,2026-03-30T09:25:49Z
@AsepMustofaIkhwanulJamil,"Berawal kejadian Tom Lembong dan YAQUT, PARA PERWAKILAN TANGAN TUHAN, nampaknya lupa akan Sumpah Jabatan dan Sumpah Profesi mereka.",0,2026-03-30T09:25:35Z
@SakatBerampu,"Para pekerja seni tidak perlu lagi bekerja sama dengan pemerintah ,lebih bekerja bersama swasta ,itu yg lebih aman",0,2026-03-30T09:25:12Z
@artasuyasa1710,Mampus lo inspektorat d bahas ferri irwandi😂😂,0,2026-03-30T09:24:58Z
@m.rijalmusakhif4048,"angelnya bagus, editing, mikrofonnya jernih. Gk mungkin 30 jt pak Amsal ini udah sedekah harusnya 100jt lebih",0,2026-03-30T09:24:54Z
@Noob-vb6fe,emang bangsat para mafia hukum di Indonesia ini...,0,2026-03-30T09:24:51Z
@SionHalim,audit lah tuh pembuatan film Merah Putih One for All 😂 kocak lah cara auditnya,0,2026-03-30T09:24:44Z
@Novialfi93,"Makasih bang, gua jadi ngerti kasus ini. Thank info nya. Semoga bisa di kaji lagi tuntutan untuk bang Amsal. Semoga juga di denger sama petinggi-petinggi. Biar kerja nya maksimal, dan gak asal-asalan tuntut orang.",11,2026-03-30T09:24:43Z
@royt9227,"Masa kejaksaan harus diajari prosedur ?
Buktikan dulu kesalahan para kepala desa (sebagai pemegang uang negara), bukan langsung ke rakyat.
Memalukan, sementara buronan sinfected maluhina tidak diurus.
Kajari Karo Rajagukguk wajib dimintai keterangan.",0,2026-03-30T09:24:41Z
@My_niq,"Hukum indo memang berantakan. Membela yg berkuasa dan pny uang. Kasus ponakan sy sudah jelas rumahber sertifikat SHM jual-beli, di tuntut perdata hak waris. Jelas2 itu bukan harta waris. Aneh… dimenangkan oleh PA. Tolong bantuannya lapor kemana",0,2026-03-30T09:24:39Z
@tadek_pole,Wajib viralkan sebagai warga negara yang saling peduli sesama ...,2,2026-03-30T09:24:37Z
@JokoSepuh-kt5uy,"Untung masih ada media sosial hingga kasus hukum yg aneh² bisa  ketahuan masyarakat luas, no viral no justice",0,2026-03-30T09:24:34Z
@rioasiando5644,Jaksa2 dan inspektorat yang iku agar diberi hukuman disiplin berat. Bekerja tanpa ilmu😅😅,0,2026-03-30T09:24:26Z
@SriWahyuni-wm6yp,"Gw tahu nih bg,dia jadi tersangka karena dia ga bagi bagi fee sama pihak pejabat Sono...Taulah kita.sedangkan mereka aja udah Mark up APBD yg udah di lebihkan malah lebih lagi harganya sama mereka.. sudah ga tertolong nih negara kita",0,2026-03-30T09:24:23Z
@jipster0415,"Dalam negara yg rusak, kebenaran tentang apapun akan di tutupi dengan kebodohan para pemimpin",0,2026-03-30T09:24:09Z
@Rstword,Hukum & peradilan di negara kita sangat mudah dimanipulasi & diintervensi,0,2026-03-30T09:24:06Z
@wahyuardiansyah9163,"Tunggu aja, Fotografer pun nanti bakal dapat kata-kata, ""ah, cuman jeprat jepret doank, masa segitu harganya. Malah harusnya gratis gak sih""",0,2026-03-30T09:23:16Z
@TuanAndy-v5e,"Jadi ngeh kan, mengapa MBG masih aman? 😂",0,2026-03-30T09:23:16Z
@Gohasuka,Diem lo irwandi! Pokoknya gebran potra terbaek negri ini!! Dia harus jadi perseden di tahun 2029!! Ga mau tau gw!,0,2026-03-30T09:23:04Z
@fadjrisalama8790,curiga nya adalah: mereka ingin meningkatkan banyaknya kasus korupsi yang ditangkap agar nanti dalam berita menyatakan penangkapan kasus korupsi jaman prabowo meningkat.. kwkw karna terlihat sekali pelaksanaan audit dan pengkasusan korupsi ngasal banget. ASAL DAPAT BANYAK DOANG!!,0,2026-03-30T09:23:02Z
@turretkilljoy7273,"udah paling bener gk usah nawar pekerjaan pemerintahan, kerjaan udah kelar aja dicari cari kesalahannya, gua curiga jaksanya nyari prestasi buat naik jabatan dah",0,2026-03-30T09:23:00Z
@mayorugi,"Perusahaan gua aja bikin video comp_pro senilai 90juta dgn durasi lumayan panjang, gua lupa dah....",0,2026-03-30T09:22:58Z
@linkswitch2439,"tumbal buat  naik pangkat 

sudah lagu lama kaset usang",0,2026-03-30T09:22:54Z
@Epheiy,"BTW soal industri kreatif... IKN bikin poster generate AI, udah mh jelek, banyak icon gk nyambung, lambang pancasila juga generate AI dan gambarnya jelek. lambang aja males banget kan bisa nyari di google.. ini termasuk pelecehan lambang negara dong.. 💀",0,2026-03-30T09:22:29Z
@PujiSuroto-m7q,"Tau aah dah muak dng aturan hukum di negri ini, seandainya ada tokoh besar yg berani memimpin revolusi total saya mungkin yg pertama mendukungnya.",0,2026-03-30T09:22:25Z
@kartikodamarjati,Yang membunuh industri kreatif di indonesia ternyata bukan AI,0,2026-03-30T09:22:13Z
@y00su,Ini ga ada yg mo sungkem ke auditornya?😂,0,2026-03-30T09:22:01Z
@onepol21,"Betul, Bang. Konyol dan gila banget. Celakalah mereka yg zalim.",0,2026-03-30T09:21:46Z
@YogiLiveDev,yang ngelesinnya kalo dari kesalahan seperti ini kenapa tidak dihukum untuk jaksa dsbnya ? kalo kaya gini jadinya orang jadi males ngambil project pemerintahan,0,2026-03-30T09:21:46Z
@PamanStory29,"Ide itu mahal ,jadi terserah yang punya ide membuat anggaran nya",0,2026-03-30T09:21:44Z
@HaveYou217,dan setelah ngeliat video ini emg benerpejabat2 org2 yg punya kekuasaan dapat posisi penting di instansi emg sengaja di kasih ke org2 tolol jir sedih emg udah bnyk yg bahas juga gini dan kasus se konyol ini masa arahnya presiden bertindak sumpah tolol bener,0,2026-03-30T09:21:27Z
@yoeziwan.yoenusyoenus1575,"Mafia hukumsdh terlalu berkuasa di Indonesia tanpa ada hukuman bagi para pelakunya ( polisi,jaksa & hakim ) tandanya berada dinegeri para jahanam .",0,2026-03-30T09:21:23Z
@akbarrezafahrizi8901,"Semua yg namanya pekerjaan itu pasti ada bayaran nya berapapun jumlahnya. Kalo ga ada bayaran, itu namanya dikerjain.


Melihat fenomena kasus, semakin yakin berbisnis sama pemerintah itu sama dengan misi bunuh diri dalam urusan bisnis.",0,2026-03-30T09:21:20Z
@monovlogtime,"Alurnya nanti begini:
Amsal ditahan. Beritanya rame dimana-mana. Lalu ada 1 orang gendut, sok jadi pahlawan. Udah gitu aja.",0,2026-03-30T09:21:20Z
@UFSANI,konoha aya aya wae,0,2026-03-30T09:21:17Z
@kasianusaliong9678,"Woww..... Rupanya yg kasi ide konten itu nda di gaji, mike 0 🤣🤣🤣🤣 suara pasar wkwkwk....  Editor itu pekerjaan gratis... Nda ada gunanya lho editor-editor ... Terima kagak.... Wkwkwkwk ....",0,2026-03-30T09:21:17Z
@adhityaariefr1214,tolong di tag orang kejaksaan link ini..biar pinter dikit,0,2026-03-30T09:21:16Z
@adibarata3937,Itu inspektorat kab karo kudundi djebrod.... Geplak pake spatu,0,2026-03-30T09:21:05Z
@Semesta369tesla,Grrrrrr sumpahhhh konyol 😂😂😂,0,2026-03-30T09:20:54Z
@learning-by-searching,"9:46 T*LOL.. tapi ada juga tmen gua yg mikir nge play foto pre wed mereka.. dia kira foto bisa jalan sendiri.. FOTO 😅

udah lah bilang aj, wahai yg bikin temuan korupsi itu, MINTA BAGIAN, udah.. 😂 kita gak T*LOL",0,2026-03-30T09:20:38Z
@sidikassidik1349,"🤔 menurut saya .ini untuk pengalihan isu ,dan mengalihkan opini publik,,,,dan berhasil menarik atensi yg besar banget,,,, kedepan nya mungkin akan ada lagi kasus serupa seperti ini lagi ... Karena apa? Karena ampuh dan mujarab menarik menggiring opini publik,dan menarik sebagian besar influenser... Strategi politik yg terbukti ampuh,,ya itu memaksa kan hukum, yang nggak masuk logika,,,,,",0,2026-03-30T09:20:35Z
@notaroach,"aside from pemerintahan, gw berasa banyak banget orang-orang juga undervalue skill ngedit. gw ngeditin video2 dan etalase produk buat bisnis temen gw, dia bayar 12.500 per video tapi minta editan berat dan pengen viral semua.",0,2026-03-30T09:20:28Z
@Bijibijian.17,Ginilah kalo kejaksaan nyari karyawan dari comberan 😂😂,0,2026-03-30T09:20:06Z
@Aziz_Shadiqi,"dua kata lucu, markup jasa 😂.",0,2026-03-30T09:20:04Z
@bangkuanalan25,"kalo kasus begini di naikin, gw yaqin ada kasus besar yang sedang di tutupin.",0,2026-03-30T09:20:03Z
@ToddySW,yang audit konyol... editing sound clip on maunya gratis... konyol banget..,0,2026-03-30T09:20:02Z
@rizkysaputra9793,"Emang tolol banget, KORUPSI HAJI malah cuma jadi tahanan rumah",0,2026-03-30T09:19:53Z
@JadiLebihBaik,jika menggunakan otak = 0 rupiah maka akhirnya kita paham kenapa ada pejabat dan penegak hukum yang nyeleneh kadang terkesan tidak menggunakan otaknya.,0,2026-03-30T09:19:51Z
@myse8en,"yg bikin anggaran siapa yg ngajuin siapa,
yg kena editor :D",0,2026-03-30T09:19:48Z
@wqewr2342wrfsa,Kasus begini boleh tidak sih jaksanya langsung di tuntut balik oleh pengadilan secara otomatis ? Bukan harus nunggu surat tuntutan dari si videografer ? Begitu juga jaksa yang nuntut hukuman mati untuk fandi ramadhan yang cuman jadi pembawa kapal untuk sabu,0,2026-03-30T09:19:48Z
@adipardita5232,"menurut keyakinan saya yang belum tentu benar, abuse of law makin blatant dan absurd disebabkan karena banyak hal. Tapi, mostly karena adanya ""suri tauladan"" oleh elit kekuasaan dan tuntutan ""fee jabatan"" yang semakin menggila.",0,2026-03-30T09:19:46Z
@Naidayo,"pas denger bagian editing, alat, dll gratis, dipikiranku cuma 1, ""DIPIKIR EMANG ENAK ANJIR BEGADANG BUAT NGEDIT, BELUM LAGI KALAU NYEWA ALAT, BELUM LAGI TENAGA YANG KUDU DIKELUARKAN BUAT EFFORT, BELUM LAGI DUIT YANG KUDU DIKELUARKAN KALAU SOFTWARE NGEDIT,DKK"" hadeh Indonesia2, tiada hari berita aneh darimu, yang satu dikacungi sama hukum gak jelas, yang satu udah jadi tersangka namun dengan situasi yang nyaman :) berak kuda",0,2026-03-30T09:19:14Z
@abbasrisyad9658,"Jgn pernah bermitra dgn negara yg sakit, dan  penyakitnya ini udh sangat kronis.. Kemungkinan tidak lama lagi pelan² akan mati sendiri (Bangladesh kedua)..",0,2026-03-30T09:19:12Z
@sitahugamers,Ketika Hakim skripsiannya pakai joki 😂,0,2026-03-30T09:19:05Z
@ragilramadhan3004,"Anjengggg anjeng, emang anjeng itu boomer² & X idiot. Ati² broo kalo speakup², tetep waspada itu para tai² sukanya maen air keras",0,2026-03-30T09:18:59Z
@RemusRomulusV10,Pasti salah Jokowi,0,2026-03-30T09:18:56Z
@mayorugi,"Udah bang ferry, gak usah ragu sama kompetensi elo utk bicara masalah hukum korupsi.... gua aja punya pemahaman, ini kasus benar2 aneh, orang luar kok bisa dituduh memarkup anggaran ? Dia kan bukan karyawan pemda, gimana caranya di mark up..... ini jelas rekayasa kasus.... lagi2 kejaksaan bikin keonaran lewat kebodohan nya....",0,2026-03-30T09:18:53Z
@tyogoXafi,"Satu kata..
REVOLUSI
TITIK",0,2026-03-30T09:18:51Z
@gedearyana7328,"Suarakan terus bang, ini bukan cuma mengancam pekerja industri kreatif, tapi juga menumbalkan rakyat sipil demi menutupi kebusukan ""OKNUM""",0,2026-03-30T09:18:44Z
@jfaldy,"Biaya editing gratis katanya, jaman skrg buat edit cv aja org bayar masa utk sebuah video gratis😭😭",0,2026-03-30T09:18:41Z
@bangkuanalan25,"kalo kasus begini di naikin, gw yaqin ada kasus besar yang sedang di tutupin.",0,2026-03-30T09:18:30Z
@Serenia2022,Astagaaa ga berhenti2 sumpah serapah dengerin kasus ini,0,2026-03-30T09:18:16Z
@lifesucks7973,"Dugaan saya, kasus ini bener-bener dibuat oleh negara. Tujuannya banyak, mengalihkan fokus masyarakat pada kasus-kasus lain yang mungkin jauh lebih besar. Terlepas dari itu semua, yg jelas video grafer tersebut bener bener dikriminalisasi dan perlu dapat perhatian serius untuk diselesaikan.",8,2026-03-30T09:18:15Z
@AbdilahAb-th4xi,Hukum Kacau gak takut adzab Allah,0,2026-03-30T09:18:08Z
@elle9589,"Koruptor beneran dibiarin, orang bener dengan segala daya upaya dipidanakan.",0,2026-03-30T09:18:00Z
@Kang_Storytelling,"Contoh konyolnya pemerintah wakanda, kang editor jadi kambing hitam korupsi😂",0,2026-03-30T09:17:54Z
@saidlabs,inspektorat nya tolol sumpah kesel banget euy,0,2026-03-30T09:17:43Z
@numusel,"kemaren ABK baru 3 hari kerja dituduh distributor narkoba
sekarang editor video dituduh korupsi

besok apa lagi ni ges?",1,2026-03-30T09:17:41Z
@rachmardisatoe5201,"Jaksa nya pasti menjadikan masalah ini untuk memeras videografer nya dengan menakuti tersangka..dan tdk diberikan lalu dipidanakan..
Jaksa banyak menjadikan hal ini sebagai alat transaksi",0,2026-03-30T09:17:33Z
@bitbandits232,"Mau 30jt bahkan 100jt, klo pemerintah sebagai klien setuju, ya ga masalah bro. Keknya pemerintah ga suka aja org kecil dapet pendapatan yg gede.",0,2026-03-30T09:17:30Z
@dharmaputra1941,Pemerintah dan pejabat di Indonesia memang lebih pantas disebut SETAN.,2,2026-03-30T09:17:20Z
@klk10,"Bang fer, BIASANY ya di indo kalo ada kasus ini awalnya simpel, ada saingan tender yang sakit hati dan lewat jalan blakang, karena agak dibuat buat kasus ini, males dicari biasanya sama  orang2 pemerintahan ini kan kasus beginian? Ya ini suudzon aja sih, hal yang agak lumrah terjadi di indonesia",0,2026-03-30T09:16:55Z
@NVDSPROJECT,padahal yg sering markup justru project dari pemerintah,0,2026-03-30T09:16:48Z
@giyasfr5903,"jangan mau kerja bareng pemerintah, boomer dongo semua isinya",0,2026-03-30T09:16:46Z
@cendy-v1r,dananya dimita buat mbg itu🤭,0,2026-03-30T09:16:43Z
@mohikramlakanya6183,"12:35 hakimnya Mala terima kasus ini, trus jalankan sidang seolah-olah ini adalah kasus yg penting bagi negara? Atau mungkin hakim nalar berpikirnya ngga nyampe seperti yg bang Ferry utarakan di video ini? Mmmm.... Mungkin IQ 78 bukan cuma rakyatnya tapi pejabat juga?😂",0,2026-03-30T09:16:29Z
@sridamayanti4552,"Kadang Audit ini om fer, ""Dari pada tak ada kasus"" saja. Akhirnya kasus itu justru terlihat ""KONYOL""",0,2026-03-30T09:16:28Z
@Toto.maximus,"Terima kasih mas fer, udah mau mengangkat kasus ini 🙏🏻🙏🏻",76,2026-03-30T09:16:17Z
